,term,score
0,中非,0.49019804311752685
1,非洲,0.3396703235411414
2,疫情,0.23195841142430515
3,哈尔滨工业大学,0.221972512643924
4,中方,0.1963309217163654
5,非方,0.15855179474566
6,缓债,0.1361661230882019
7,抗疫,0.1312234845117411
8,论坛,0.10893289847056152
9,尊敬,0.09841761338380582
10,友好,0.09789756462529098
11,峰会,0.09789756462529098
12,总统,0.0962265890261993
13,各位,0.09061427156139941
14,十国集团,0.08637080973015883
15,一道,0.08363394443974514
16,一大批,0.07831805170023277
17,坚定不移,0.07150954179813504
18,同事,0.07150954179813504
19,贡献,0.06969495369978763
20,北京,0.06625183141969315
21,倡议,0.06561174225587055
22,祝贺,0.06477810729761913
23,教书育人,0.063420717898264
24,非洲联盟,0.063420717898264
25,校友,0.063420717898264
26,国之,0.063420717898264
27,萨勒,0.063420717898264
28,历史悠久,0.063420717898264
29,建校,0.063420717898264
30,杰出人才,0.063420717898264
31,奋发,0.063420717898264
32,全校师生,0.063420717898264
33,特别,0.059629006162380045
34,建设,0.055209859516410956
35,树,0.05446644923528076
36,拉马,0.05446644923528076
37,重器,0.05446644923528076
38,办学,0.05446644923528076
39,艰苦创业,0.05446644923528076
40,根本任务,0.05446644923528076
41,福萨,0.05446644923528076
42,立德,0.05446644923528076
43,打造,0.05363215634860128
44,卫生,0.05363215634860128
45,联合国,0.05363215634860128
46,团结合作,0.05363215634860128
47,面对,0.05154631364984559
48,愿同,0.04920880669190291
49,学校,0.04920880669190291
50,金融机构,0.04811329451309965
51,卓越,0.04811329451309965
52,贺信,0.04811329451309965
53,期限,0.04811329451309965
54,紧扣,0.04811329451309965
55,员工,0.04811329451309965
56,互信,0.04811329451309965
57,延长,0.04811329451309965
58,东北,0.04811329451309965
59,努力,0.04770320492990404
60,抗击,0.045307135780699705
61,二,0.045307135780699705
62,先生,0.045307135780699705
63,落实,0.044167887613128766
64,起点,0.043185404865079415
65,终将,0.043185404865079415
66,爱国,0.043185404865079415
67,梦,0.043185404865079415
68,框架,0.043185404865079415
69,率先,0.043185404865079415
70,扎根,0.043185404865079415
71,团结,0.04181697221987257
72,诚挚,0.04181697221987257
73,健康,0.04181697221987257
74,问候,0.04181697221987257
75,医院,0.03915902585011639
76,至上,0.03915902585011639
77,热烈,0.03915902585011639
78,基础,0.03865973523738419
79,希望,0.03865973523738419
80,人,0.03577740369742803
81,并,0.03577740369742803
82,行动,0.03577740369742803
83,下,0.03577740369742803
84,主席,0.03577740369742803
85,这次,0.03577740369742803
86,日电,0.03577740369742803
87,民生,0.03575477089906752
88,多边,0.03575477089906752
89,出席会议,0.03575477089906752
90,党和人民,0.03575477089906752
91,核心,0.03575477089906752
92,追求,0.03575477089906752
93,承诺,0.03575477089906752
94,周年,0.03575477089906752
95,践行,0.03575477089906752
96,方向,0.03575477089906752
97,反对,0.03575477089906752
98,一百年,0.03575477089906752
99,当前,0.033125915709846576
100,新华社,0.033125915709846576
101,有力,0.033125915709846576
102,月,0.033125915709846576
103,发展,0.033125915709846576
104,科研,0.032805871127935274
105,攻关,0.032805871127935274
106,成立,0.032805871127935274
107,感谢,0.032805871127935274
108,物资,0.032805871127935274
109,复兴,0.032805871127935274
110,时刻,0.032805871127935274
111,奉献,0.032805871127935274
112,世界卫生组织,0.032805871127935274
113,于,0.032805871127935274
114,数十万,0.031710358949132
115,培育出,0.031710358949132
116,我愿同,0.031710358949132
117,变幻,0.031710358949132
118,债,0.031710358949132
119,非比,0.031710358949132
120,无息贷款,0.031710358949132
121,负面影响,0.031710358949132
122,传统友谊,0.031710358949132
123,国际风云,0.031710358949132
124,同非方,0.031710358949132
125,非洲大陆,0.031710358949132
126,后愿,0.031710358949132
127,严,0.031710358949132
128,参照,0.031710358949132
129,厚,0.031710358949132
130,声援,0.031710358949132
131,始建,0.031710358949132
132,致信,0.031710358949132
133,之道,0.031710358949132
134,于心,0.031710358949132
