,term,score
0,使命,0.24844912159521995
1,初心,0.24508394951595605
2,主题,0.17972822964503446
3,干部,0.17253411221890275
4,牢记,0.1655248579462472
5,思想,0.15873138324139052
6,党内,0.13191857698411227
7,自我,0.1282743916921761
8,心,0.12444821729642304
9,学习,0.12420971137520255
10,广大党员,0.12254197475797803
11,整改,0.12092536223543626
12,不忘,0.1207884098526669
13,缅,0.11592597487681808
14,初,0.10993214748676022
15,理论,0.10493955692849698
16,担当,0.10352046733134164
17,党组织,0.08986411482251723
18,机关,0.08880534809458347
19,全党,0.08880534809458347
20,落实,0.08073395570853106
21,经常,0.0789380871951853
22,整治,0.0789380871951853
23,做,0.07870466769637273
24,进行,0.07655447538428327
25,作为,0.07655447538428327
26,各级,0.0764367454616631
27,会,0.0764367454616631
28,起来,0.0764367454616631
29,要求,0.0764367454616631
30,先进性,0.07466893037785383
31,政治,0.07357172635516268
32,革命,0.07246432713193915
33,检视,0.07245373429801129
34,对照,0.07245373429801129
35,敢不敢,0.07245373429801129
36,政党,0.07157831694972852
37,勇于,0.07157831694972852
38,发展,0.07064221124496467
39,党员干部,0.06907082629578713
40,马克思主义,0.06907082629578713
41,解决,0.06901364488756109
42,主线,0.06595928849205614
43,坚决,0.06369728788471926
44,突出,0.06051242349048329
45,一切,0.05996546110199827
46,党章,0.05796298743840904
47,纯洁性,0.05796298743840904
48,着,0.05732755909624733
49,基层,0.05732755909624733
50,做到,0.05718625488705642
51,该,0.05600169778339037
52,为了,0.0536837377122964
53,自觉,0.05246977846424849
54,集中,0.05246977846424849
55,过,0.05176023366567082
56,连队,0.0507176140086079
57,缅甸,0.0507176140086079
58,重温,0.04977928691856921
59,忘记,0.049336304496990814
60,走,0.04901678990319121
61,而,0.047772965913539446
62,始终,0.047772965913539446
63,还,0.04711044639032816
64,去,0.0449740958264987
65,形式主义,0.04473644809358033
66,违背,0.043972858994704093
67,主席,0.04359806006231862
68,有没有,0.04347224057880678
69,硬骨头六连,0.04347224057880678
70,自我批评,0.04347224057880678
71,找,0.04347224057880678
72,改革,0.04140818693253666
73,统一,0.04140818693253666
74,越,0.04140818693253666
75,增强,0.04122164059153714
76,这次,0.04087318130842371
77,矛盾,0.04084732491932601
78,不是,0.04084732491932601
79,事,0.04084732491932601
80,根基,0.03946904359759265
81,专项,0.03946904359759265
82,之,0.038277237692141634
83,结合,0.03821837273083155
84,又,0.03821837273083155
85,既,0.03821837273083155
86,不能,0.03821837273083155
87,存在,0.03821837273083155
88,人,0.03814830255452879
89,民族,0.03747841318874892
90,总,0.03747841318874892
91,说,0.03747841318874892
92,决策,0.03747841318874892
93,弱化,0.03733446518892691
94,式,0.03733446518892691
95,纯,0.03733446518892691
96,全党同志,0.03733446518892691
97,少数,0.03733446518892691
98,动摇,0.03578915847486426
99,官僚主义,0.03578915847486426
100,入党,0.03578915847486426
101,敢于,0.03578915847486426
102,用,0.03533283479274612
103,从,0.03533283479274612
104,才能,0.034506822443780547
105,深入,0.034506822443780547
106,意识,0.034506822443780547
107,庆祝,0.03297964424602807
108,错误,0.03297964424602807
109,坚守,0.03297964424602807
110,越是,0.03267785993546081
111,同志,0.03184864394235963
112,保持,0.03184864394235963
113,提升,0.03184864394235963
114,一些,0.03184864394235963
115,特色,0.03184864394235963
116,责任,0.03184864394235963
117,建立,0.03184864394235963
118,友好,0.03131551366550623
119,光荣传统,0.03111205432410576
120,坚定,0.031056140199402494
121,甚至,0.029982730550999134
122,复兴,0.029982730550999134
123,没有,0.02997366629284405
124,变成,0.029601782698194485
125,到位,0.029601782698194485
126,从严治党,0.029601782698194485
127,示范,0.029601782698194485
128,干事,0.029601782698194485
129,理想信念,0.029601782698194485
130,实践,0.029444028993955103
131,开展,0.029444028993955103
132,面对,0.029444028993955103
133,用力,0.02898149371920452
134,违纪,0.02898149371920452
135,八项,0.02898149371920452
136,脱节,0.02898149371920452
137,自学,0.02898149371920452
138,以案,0.02898149371920452
139,莫如,0.02898149371920452
140,访问,0.02898149371920452
141,对照检查,0.02898149371920452
142,简报,0.02898149371920452
143,信仰,0.02898149371920452
144,不想,0.02898149371920452
145,台账,0.02898149371920452
146,贻误,0.02898149371920452
147,违反,0.02898149371920452
148,细悟,0.02898149371920452
149,强党,0.02898149371920452
150,皆,0.02898149371920452
151,肌体,0.02898149371920452
152,警醒,0.02898149371920452
153,巡回,0.02898149371920452
154,看看,0.02898149371920452
155,党规,0.02898149371920452
156,修正,0.02898149371920452
157,越学越,0.02898149371920452
158,带,0.02898149371920452
159,深学,0.02898149371920452
160,历次,0.02898149371920452
161,一锤,0.02898149371920452
162,开展批评,0.02898149371920452
163,失误,0.02898149371920452
164,配偶,0.02898149371920452
165,叩问,0.02898149371920452
166,自觉性,0.02898149371920452
167,心担,0.02898149371920452
168,不好,0.02898149371920452
169,改,0.02898149371920452
170,剖析,0.02898149371920452
171,事业,0.028663779548123665
172,建设,0.02775229727480755
173,进一步,0.027605457955024438
174,化,0.027605457955024438
175,作,0.027605457955024438
176,围绕,0.027605457955024438
177,抓,0.027605457955024438
178,两国人民,0.027483036871690056
179,两国,0.027483036871690056
180,忘,0.027483036871690056
181,行动,0.02724878753894914
182,谁,0.0268418688561482
183,底线,0.0268418688561482
184,自然,0.0268418688561482
185,差距,0.0268418688561482
186,因素,0.0268418688561482
187,执行,0.0268418688561482
188,鲜明,0.0268418688561482
189,党的建设,0.0268418688561482
190,走向,0.0268418688561482
191,带领,0.026234889232124244
192,团结,0.025478915153887702
193,具有,0.025478915153887702
194,这,0.025478915153887702
195,也好,0.024889643459284606
196,长效机制,0.024889643459284606
197,觉得,0.024889643459284606
198,刀刃,0.024889643459284606
199,危难,0.024889643459284606
200,减负,0.024889643459284606
201,往,0.024889643459284606
202,统一行动,0.024889643459284606
203,共产党人,0.024889643459284606
204,锤炼,0.024889643459284606
205,到底,0.024889643459284606
206,权,0.024889643459284606
207,必定,0.024889643459284606
208,纪律,0.024889643459284606
209,滋养,0.024889643459284606
210,研讨,0.024889643459284606
211,曾,0.024889643459284606
212,先进典型,0.024889643459284606
213,治党,0.024889643459284606
214,亲切,0.024668152248495407
215,双方,0.024668152248495407
216,通过,0.024523908785054224
217,特别,0.024523908785054224
218,有机,0.024508394951595604
219,激励,0.024508394951595604
220,党员,0.024508394951595604
